EN043: (3.2133949921474443, 2.5928982804985425, 2.3726964106841364, 2.5258178022456041)
EN070: (3.0152650025426126, 2.9513921394348146, 2.3136384146554128, 2.7938406734466552)
EN031: (2.7480878490629563, 2.9243899594898402, 2.1676954996124138, 2.8529556041378106)
EN068: (3.2463441838990299, 2.5720289788047594, 2.4266414916284798, 2.6263893857805138)
EN054: (3.4425689426820671, 2.9978947470922006, 2.6197789059349552, 2.8443439589684418)
EN033: (2.8972390216329824, 3.0079006565578625, 2.1746733240459277, 2.9084669328326607)
EN001: (3.2109545112415483, 3.0475043402943864, 2.2381028352860262, 2.9583184919387198)
EN026: (3.2133949921474443, 3.0634113389727164, 2.3759215740312705, 2.9301169623063728)
EN096: (3.046155203357602, 3.0388895031467134, 2.351260566037451, 2.905787274563354)
EN006: (3.1309339220278729, 2.8404594237642633, 2.18937418542547, 2.7015849052531227)
EN089: (2.4862544100070862, 3.0261464286799797, 1.6588819666569656, 2.9058747092080268)
EN055: (3.0399978431634507, 3.0401572472951988, 2.2132838271951756, 3.0245504509730421)
EN020: (3.2206993917139566, 2.8459128058782897, 2.3384808430199642, 2.8086458786879436)
EN052: (2.8039841794726543, 2.917982445628891, 1.8313132951529469, 2.8522622906446107)
EN018: (3.201125315058301, 2.9124424378341218, 2.3734223861210992, 2.8302073589591092)
EN009: (2.5926820670406157, 2.6208347931151397, 1.5404812096673222, 2.3588637263397052)
EN040: (2.5720289788047594, 2.4824722960166654, 1.7520771115820453, 2.3287339613114151)
EN065: (2.9356508827209473, 2.7698417764443617, 2.2475659704208373, 2.5672421776331387)
EN044: (2.8382436973708018, 3.1085979985756609, 2.2474980609757558, 3.0190421455865502)
EN005: (3.5030154750216971, 3.1320453171309728, 2.4761186601734027, 2.9763823784593391)
EN095: (2.4824722960166654, 3.1276282336428487, 1.7730606354738185, 2.9613384791621788)
EN016: (2.8979006093447324, 2.9243899594898402, 2.1368197783485789, 2.850154064249391)
EN046: (2.5926820670406157, 3.0187958099472691, 1.5408037767739735, 3.0900005324457731)
EN019: (3.201125315058301, 2.9910514469081373, 2.373765950082106, 2.850429301667663)
EN045: (2.8016832983036903, 2.8700255056434094, 2.1452531944999298, 2.8186318672711574)
EN047: (3.0535642143546968, 2.8039841794726543, 2.1995470770040981, 2.6154575358101106)
EN074: (3.1570285779274925, 2.9342847519939133, 2.4349930851474375, 2.8832262850883708)
EN039: (2.8459128058782897, 3.201125315058301, 2.2114053881994566, 3.0135614063307554)
EN023: (2.461944157678035, 2.8302949608739092, 1.5933019415106227, 2.7972220088525166)
EN061: (2.4824722960166654, 2.9513921394348146, 1.7723610996439425, 2.7970526351928711)
EN032: (3.0524153105368677, 2.917982445628891, 2.2909680050716066, 2.8517349837988748)
EN079: (2.8186935016087125, 2.8522723399733301, 2.2084896376258447, 2.7434884150573828)
EN088: (2.9883632603912442, 3.0681334854449345, 2.2606122532943664, 2.9897539401309792)
EN028: (3.2133949921474443, 2.9342847519939133, 2.3790875870262305, 2.8207996964913904)
